31	4495	571	0.12703	3924	0.87297	0	0
31	4495	823	0.183092	3672	0.816908	0	0
31	4495	763	0.169744	3732	0.830256	0	0
31	4495	474	0.105451	4021	0.894549	0	0
31	4495	889	0.197775	3606	0.802225	0	0
31	4495	1039	0.231146	3456	0.768854	0	0
31	4495	253	0.0562848	4242	0.943715	0	0
31	4495	1341	0.298331	3154	0.701669	0	0
31	4495	469	0.104338	4026	0.895662	0	0
31	4495	1438	0.319911	3057	0.680089	0	0
31	4495	683	0.151947	3812	0.848053	0	0
31	4495	1249	0.277864	3246	0.722136	0	0
31	4495	966	0.214905	3529	0.785095	0	0
31	4495	255	0.0567297	4240	0.94327	0	0
31	4495	757	0.168409	3738	0.831591	0	0
31	4495	1253	0.278754	3242	0.721246	0	0
31	4495	1749	0.389099	2746	0.610901	0	0
31	4495	0	0	4495	1	0	0
31	4495	1507	0.335261	2988	0.664739	0	0
31	4495	8	0.00177976	4487	0.99822	0	0
31	4495	1255	0.279199	3240	0.720801	0	0
31	4495	829	0.184427	3666	0.815573	0	0
31	4495	1435	0.319244	3060	0.680756	0	0
31	4495	0	0	4495	1	0	0
31	4495	468	0.104116	4027	0.895884	0	0
31	4495	253	0.0562848	4242	0.943715	0	0
31	4495	1501	0.333927	2994	0.666073	0	0
31	4495	1254	0.278977	3241	0.721023	0	0
31	4495	571	0.12703	3924	0.87297	0	0
31	4495	720	0.160178	3775	0.839822	0	0
31	4495	823	0.183092	3672	0.816908	0	0
31	4495	1	0.000222469	4494	0.999778	0	0
31	4495	757	0.168409	3738	0.831591	0	0
31	4495	1386	0.308343	3109	0.691657	0	0
31	4495	1	0.000222469	4494	0.999778	0	0
31	4495	546	0.121468	3949	0.878532	0	0
31	4495	477	0.106118	4018	0.893882	0	0
31	4495	261	0.0580645	4234	0.941935	0	0
31	4495	1955	0.434928	2540	0.565072	0	0
31	4495	1047	0.232925	3448	0.767075	0	0
31	4495	1387	0.308565	3108	0.691435	0	0
31	4495	1617	0.359733	2878	0.640267	0	0
31	4495	1386	0.308343	3109	0.691657	0	0
31	4495	1049	0.23337	3446	0.76663	0	0
31	4495	1661	0.369522	2834	0.630478	0	0
31	4495	570	0.126808	3925	0.873192	0	0
31	4495	257	0.0571746	4238	0.942825	0	0
31	4495	1248	0.277642	3247	0.722358	0	0
31	4495	576	0.128142	3919	0.871858	0	0
31	4495	1038	0.230923	3457	0.769077	0	0
31	4495	1299	0.288988	3196	0.711012	0	0
31	4495	359	0.0798665	4136	0.920133	0	0
31	4495	1687	0.375306	2808	0.624694	0	0
31	4495	573	0.127475	3922	0.872525	0	0
31	4495	967	0.215128	3528	0.784872	0	0
31	4495	1226	0.272747	3269	0.727253	0	0
31	4495	849	0.188877	3646	0.811123	0	0
31	4495	258	0.0573971	4237	0.942603	0	0
31	4495	1654	0.367964	2841	0.632036	0	0
31	4495	1249	0.277864	3246	0.722136	0	0
31	4495	0	0	4495	1	0	0
31	4495	4	0.000889878	4491	0.99911	0	0
31	4495	1439	0.320133	3056	0.679867	0	0
31	4495	1251	0.278309	3244	0.721691	0	0
31	4495	317	0.0705228	4178	0.929477	0	0
31	4495	577	0.128365	3918	0.871635	0	0
31	4495	258	0.0573971	4237	0.942603	0	0
31	4495	1662	0.369744	2833	0.630256	0	0
31	4495	468	0.104116	4027	0.895884	0	0
31	4495	259	0.0576196	4236	0.94238	0	0
31	4495	1687	0.375306	2808	0.624694	0	0
31	4495	1571	0.349499	2924	0.650501	0	0
31	4495	1393	0.3099	3102	0.6901	0	0
31	4495	1393	0.3099	3102	0.6901	0	0
31	4495	1296	0.28832	3199	0.71168	0	0
31	4495	258	0.0573971	4237	0.942603	0	0
31	4495	1013	0.225362	3482	0.774638	0	0
31	4495	104	0.0231368	4391	0.976863	0	0
31	4495	304	0.0676307	4191	0.932369	0	0
31	4495	475	0.105673	4020	0.894327	0	0
31	4495	311	0.069188	4184	0.930812	0	0
31	4495	1429	0.317909	3066	0.682091	0	0
31	4495	726	0.161513	3769	0.838487	0	0
31	4495	1657	0.368632	2838	0.631368	0	0
31	4495	576	0.128142	3919	0.871858	0	0
31	4495	1506	0.335039	2989	0.664961	0	0
31	4495	474	0.105451	4021	0.894549	0	0
31	4495	0	0	4495	1	0	0
31	4495	831	0.184872	3664	0.815128	0	0
31	4495	539	0.119911	3956	0.880089	0	0
31	4495	308	0.0685206	4187	0.931479	0	0
31	4495	823	0.183092	3672	0.816908	0	0
31	4495	978	0.217575	3517	0.782425	0	0
31	4495	720	0.160178	3775	0.839822	0	0
